rank,model_id,model,overall_score,effective_weight_coverage,number_of_available_dimensions,C1 Complex reasoning_score,C2 Knowledge and factual reliability_score,C3 Long context_score,C4 Code and software engineering_score,C5 Multimodal_score,bootstrap
2,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",73.50910105276799,1.0,5,70.29954200085224,100.0,51.06282352003342,100.0,61.41143677202628,252
3,kimi_k3_max,Kimi K3 (max reasoning),48.22967192281174,1.0,5,91.75645067786485,46.25746211394311,66.36155480567838,96.38539030237429,34.56856016386749,252
4,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,43.73728681182447,0.5658956426518373,4,47.00289057647286,0.0,100.0,94.48428352023656,,252
5,gemini_3_1_pro_high,Gemini-3.1-Pro (High),42.474191505210314,1.0,5,100.00000000000001,41.061524078229155,0.0,52.39342752494063,59.50518071798478,252
6,qwen3_8_max,Qwen3.8-Max,40.54650085049802,1.0,5,75.16421714294884,11.368579925920463,44.43634483658853,70.05667984777051,55.081950858103056,252
7,gpt_5_5_xhigh,GPT-5.5 (xhigh),28.484710033931282,1.0,5,91.20547903350396,36.467209580040624,57.73101758009519,38.37152053043262,6.974308690462572,252
8,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,25.911721277333335,0.5658956426518373,4,0.0,16.61647141654705,49.61894570159547,0.0,,252
9,glm_5_2_max,GLM-5.2 (max),25.629253942652742,0.5658956426518373,4,36.0340894409642,9.803510167641388,51.06282352003342,23.58370127203957,,252
10,claude_opus_4_8_max,Claude Opus 4.8 (max),25.523492193711466,1.0,5,92.78429486670575,45.609972782355385,40.818908559372474,47.170366267388985,0.0,252
1,gpt_5_6_sol_max,GPT-5.6 Sol (max),75.35042399923128,1.0,5,91.70084919515045,59.35824195831793,54.027946711038894,71.56976207564593,100.0,253
2,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",74.22578585371126,1.0,5,66.95927608738404,100.0,51.06282352003342,100.0,61.41143677202628,253
3,kimi_k3_max,Kimi K3 (max reasoning),49.354667203173065,1.0,5,100.00000000000001,46.25746211394311,66.36155480567838,95.77271935527796,34.56856016386749,253
4,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,44.42635790818905,0.6059554228857196,4,49.09070600518233,0.0,100.0,94.55679210164053,,253
5,gemini_3_1_pro_high,Gemini-3.1-Pro (High),41.09204319573397,1.0,5,99.01981817276902,41.061524078229155,0.0,52.06849168532775,59.50518071798478,253
6,qwen3_8_max,Qwen3.8-Max,39.81588832343279,1.0,5,74.46340329202096,11.368579925920463,44.43634483658853,73.05426496313966,55.081950858103056,253
7,gpt_5_5_xhigh,GPT-5.5 (xhigh),29.999033327845527,1.0,5,98.49814042677863,36.467209580040624,57.73101758009519,36.67932496364482,6.974308690462572,253
8,claude_opus_4_8_max,Claude Opus 4.8 (max),27.215729339350673,1.0,5,93.550144826177,45.609972782355385,40.818908559372474,46.01617124662909,0.0,253
9,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,26.03415234771696,0.6059554228857196,4,0.0,16.61647141654705,49.61894570159547,0.0,,253
10,glm_5_2_max,GLM-5.2 (max),25.812584717687283,0.6059554228857196,4,36.03479360134873,9.803510167641388,51.06282352003342,23.62144363417967,,253
1,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",74.9050489642406,1.0,5,22.218462497283596,100.0,51.06282352003342,100.0,61.41143677202628,254
2,gpt_5_6_sol_max,GPT-5.6 Sol (max),72.83750839437688,1.0,5,52.45454257650331,59.35824195831793,54.027946711038894,73.95492598314146,100.0,254
3,kimi_k3_max,Kimi K3 (max reasoning),49.685347786518726,1.0,5,56.88096135414526,46.25746211394311,66.36155480567838,93.7799430615481,34.56856016386749,254
4,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,42.20088359757651,0.6594218885201871,4,46.58312730111527,0.0,100.0,93.16282004904058,,254
5,gemini_3_1_pro_high,Gemini-3.1-Pro (High),40.28451851768757,1.0,5,82.041528222785,41.061524078229155,0.0,52.65716561941289,59.50518071798478,254
6,qwen3_8_max,Qwen3.8-Max,37.2379260772999,1.0,5,52.45454257650331,11.368579925920463,44.43634483658853,62.07324846829872,55.081950858103056,254
7,gpt_5_5_xhigh,GPT-5.5 (xhigh),32.02503289809783,1.0,5,83.44605961838145,36.467209580040624,57.73101758009519,38.55644871890536,6.974308690462572,254
8,claude_opus_4_8_max,Claude Opus 4.8 (max),30.183596171313095,1.0,5,100.0,45.609972782355385,40.818908559372474,45.03215040211417,0.0,254
9,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,25.167359682400605,0.6594218885201871,4,3.436323964647872,16.61647141654705,49.61894570159547,0.0,,254
10,glm_5_2_max,GLM-5.2 (max),24.013570092431465,0.6594218885201871,4,0.0,9.803510167641388,51.06282352003342,24.137811030338977,,254
1,gpt_5_6_sol_max,GPT-5.6 Sol (max),75.21295831978485,1.0000000000000002,5,80.61841813896955,59.35824195831793,54.027946711038894,74.4467290835482,100.0,255
2,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",74.57971331989222,1.0000000000000002,5,48.00836242737394,100.0,51.06282352003342,100.0,61.41143677202628,255
3,kimi_k3_max,Kimi K3 (max reasoning),49.175158347191456,1.0000000000000002,5,80.22246611688637,46.25746211394311,66.36155480567838,96.36999630095735,34.56856016386749,255
4,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,42.600799242982745,0.6127211940809324,4,37.3652995884779,0.0,100.0,94.76923157094593,,255
5,gemini_3_1_pro_high,Gemini-3.1-Pro (High),41.48758157899635,1.0000000000000002,5,95.97204269870555,41.061524078229155,0.0,53.72345096717206,59.50518071798478,255
6,qwen3_8_max,Qwen3.8-Max,39.157558799811156,1.0000000000000002,5,62.03046383530974,11.368579925920463,44.43634483658853,71.6129544386288,55.081950858103056,255
7,gpt_5_5_xhigh,GPT-5.5 (xhigh),30.100113110436475,1.0000000000000002,5,88.99815616050249,36.467209580040624,57.73101758009519,38.17519283209266,6.974308690462572,255
8,claude_opus_4_8_max,Claude Opus 4.8 (max),27.955534056563742,1.0000000000000002,5,100.0,45.609972782355385,40.818908559372474,49.603197776457755,0.0,255
9,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,25.406496612907407,0.6127211940809324,4,0.0,16.61647141654705,49.61894570159547,0.0,,255
10,glm_5_2_max,GLM-5.2 (max),25.075524052749838,0.6127211940809324,4,29.304570389924816,9.803510167641388,51.06282352003342,24.16729579871267,,255
1,gpt_5_6_sol_max,GPT-5.6 Sol (max),77.16332189863974,1.0,5,93.01428258893174,59.35824195831793,54.027946711038894,73.3227191491556,100.0,256
2,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",73.73940929698429,1.0,5,73.87142005884398,100.0,51.06282352003342,100.0,61.41143677202628,256
3,kimi_k3_max,Kimi K3 (max reasoning),48.18283431322111,1.0,5,79.07935318898383,46.25746211394311,66.36155480567838,95.80697287127906,34.56856016386749,256
4,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,43.57913415426981,0.5666214386083916,4,43.277007681820066,0.0,100.0,94.01167471511675,,256
5,gemini_3_1_pro_high,Gemini-3.1-Pro (High),42.50292149787573,1.0,5,100.0,41.061524078229155,0.0,49.48204625128565,59.50518071798478,256
6,qwen3_8_max,Qwen3.8-Max,40.633427524395174,1.0,5,75.04582300196253,11.368579925920463,44.43634483658853,70.00374433590056,55.081950858103056,256
7,gpt_5_5_xhigh,GPT-5.5 (xhigh),28.24973573986461,1.0,5,79.86350142687809,36.467209580040624,57.73101758009519,37.07316615913911,6.974308690462572,256
8,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,25.578554259485855,0.5666214386083916,4,0.0,16.61647141654705,49.61894570159547,0.0,,256
9,glm_5_2_max,GLM-5.2 (max),25.33871985943933,0.5666214386083916,4,35.438242896904335,9.803510167641388,51.06282352003342,22.482989843281175,,256
10,claude_opus_4_8_max,Claude Opus 4.8 (max),25.234744507463784,1.0,5,90.40113736144633,45.609972782355385,40.818908559372474,41.28195194717261,0.0,256
1,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",75.32893344427525,1.0,5,72.72686425047256,100.0,51.06282352003342,100.0,61.41143677202628,257
2,gpt_5_6_sol_max,GPT-5.6 Sol (max),75.01109359324178,1.0,5,87.8423256988453,59.35824195831793,54.027946711038894,73.5269086518079,100.0,257
3,kimi_k3_max,Kimi K3 (max reasoning),49.02337323443494,1.0,5,89.74892025789035,46.25746211394311,66.36155480567838,88.39838353518627,34.56856016386749,257
4,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,42.241788665480996,0.620140999540058,4,63.05817656327984,0.0,100.0,88.81500239772855,,257
5,gemini_3_1_pro_high,Gemini-3.1-Pro (High),41.27510897150066,1.0,5,99.99999999999999,41.061524078229155,0.0,49.789883416835394,59.50518071798478,257
6,qwen3_8_max,Qwen3.8-Max,37.910241589824764,1.0,5,82.887372051801,11.368579925920463,44.43634483658853,50.51958522425383,55.081950858103056,257
7,gpt_5_5_xhigh,GPT-5.5 (xhigh),30.282460755811393,1.0,5,95.07655465134324,36.467209580040624,57.73101758009519,37.49011588354926,6.974308690462572,257
8,claude_opus_4_8_max,Claude Opus 4.8 (max),27.733538256728583,1.0,5,93.77233423936504,45.609972782355385,40.818908559372474,42.051209216724004,0.0,257
9,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,25.07568941913454,0.620140999540058,4,0.0,16.61647141654705,49.61894570159547,0.0,,257
10,glm_5_2_max,GLM-5.2 (max),24.350516461088915,0.620140999540058,4,20.743276794339632,9.803510167641388,51.06282352003342,21.370860065470787,,257
1,gpt_5_6_sol_max,GPT-5.6 Sol (max),76.71337599727785,0.9999999999999999,5,92.78750768450881,59.35824195831793,54.027946711038894,69.87010372240918,100.0,258
2,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",73.96226302778526,0.9999999999999999,5,70.29954200085223,100.0,51.06282352003342,100.0,61.41143677202628,258
3,kimi_k3_max,Kimi K3 (max reasoning),48.004155717811805,0.9999999999999999,5,91.75645067786483,46.25746211394311,66.36155480567838,88.20689525639654,34.56856016386749,258
4,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,42.83850693175111,0.572848578847952,4,47.00289057647285,0.0,100.0,89.49185526171111,,258
5,gemini_3_1_pro_high,Gemini-3.1-Pro (High),42.41020068609942,0.9999999999999999,5,99.99999999999999,41.061524078229155,0.0,49.86406511358671,59.50518071798478,258
6,qwen3_8_max,Qwen3.8-Max,39.33976258695588,0.9999999999999999,5,75.16421714294881,11.368579925920463,44.43634483658853,51.70329378662797,55.081950858103056,258
7,gpt_5_5_xhigh,GPT-5.5 (xhigh),28.512015967246533,0.9999999999999999,5,91.20547903350395,36.467209580040624,57.73101758009519,36.52145383339237,6.974308690462572,258
8,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,25.440767128947947,0.572848578847952,4,0.0,16.61647141654705,49.61894570159547,0.0,,258
9,claude_opus_4_8_max,Claude Opus 4.8 (max),25.408364507074506,0.9999999999999999,5,92.78429486670574,45.609972782355385,40.818908559372474,39.2452870169198,0.0,258
10,glm_5_2_max,GLM-5.2 (max),25.159595827920334,0.572848578847952,4,36.03408944096419,9.803510167641388,51.06282352003342,22.3794600217287,,258
1,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",75.24763973747537,1.0,5,51.150329615199134,100.0,51.06282352003342,100.0,61.41143677202628,259
2,gpt_5_6_sol_max,GPT-5.6 Sol (max),73.74084718989812,1.0,5,76.00631495438849,59.35824195831793,54.027946711038894,76.5906662744685,100.0,259
3,kimi_k3_max,Kimi K3 (max reasoning),49.977995431949104,1.0,5,88.60806815348937,46.25746211394311,66.36155480567838,94.45726596713506,34.56856016386749,259
4,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,42.879711826944124,0.6495400347045318,4,57.446079150049094,0.0,100.0,93.78339620998132,,259
5,gemini_3_1_pro_high,Gemini-3.1-Pro (High),40.36209263138831,1.0,5,94.30423785482111,41.061524078229155,0.0,54.53951209816193,59.50518071798478,259
6,qwen3_8_max,Qwen3.8-Max,37.466314995996335,1.0,5,71.06040511903454,11.368579925920463,44.43634483658853,58.19081758790312,55.081950858103056,259
7,gpt_5_5_xhigh,GPT-5.5 (xhigh),31.911598156108898,1.0,5,100.0,36.467209580040624,57.73101758009519,40.622951150422494,6.974308690462572,259
8,claude_opus_4_8_max,Claude Opus 4.8 (max),29.47435274747933,1.0,5,98.58134412321361,45.609972782355385,40.818908559372474,46.520835930660915,0.0,259
9,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,25.575819808317405,0.6495400347045318,4,0.0,16.61647141654705,49.61894570159547,0.0,,259
10,glm_5_2_max,GLM-5.2 (max),24.965050444227575,0.6495400347045318,4,15.19390315017831,9.803510167641388,51.06282352003342,25.570101460840885,,259
1,gpt_5_6_sol_max,GPT-5.6 Sol (max),77.50216421108655,1.0,5,93.01428258893174,59.35824195831793,54.027946711038894,79.49202476677844,100.0,260
2,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",73.59779894082693,1.0,5,73.87142005884398,100.0,51.06282352003342,100.0,61.41143677202628,260
3,kimi_k3_max,Kimi K3 (max reasoning),47.88496048347949,1.0,5,79.0793531889838,46.25746211394311,66.36155480567838,95.01071676167703,34.56856016386749,260
4,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,43.094780601591495,0.5642844427226676,4,43.27700768182007,0.0,100.0,93.98538909156426,,260
5,gemini_3_1_pro_high,Gemini-3.1-Pro (High),42.81210009963854,1.0,5,100.0,41.061524078229155,0.0,56.2075561508794,59.50518071798478,260
6,qwen3_8_max,Qwen3.8-Max,39.77832228906926,1.0,5,75.04582300196253,11.368579925920463,44.43634483658853,56.49263677088123,55.081950858103056,260
7,gpt_5_5_xhigh,GPT-5.5 (xhigh),28.46415115212477,1.0,5,79.86350142687809,36.467209580040624,57.73101758009519,42.15386523856392,6.974308690462572,260
8,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,25.82299210156586,0.5642844427226676,4,0.0,16.61647141654705,49.61894570159547,0.0,,260
9,glm_5_2_max,GLM-5.2 (max),25.699761531601354,0.5642844427226676,4,35.438242896904335,9.803510167641388,51.06282352003342,26.135153021497185,,260
10,claude_opus_4_8_max,Claude Opus 4.8 (max),25.59960055599795,1.0,5,90.40113736144633,45.609972782355385,40.818908559372474,50.03545197753636,0.0,260
1,gpt_5_6_sol_max,GPT-5.6 Sol (max),75.30596464779647,1.0000000000000002,5,80.61841813896953,59.35824195831793,54.027946711038894,75.99204467393011,100.0,261
2,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",74.63017657210641,1.0000000000000002,5,48.008362427373925,100.0,51.06282352003342,100.0,61.41143677202628,261
3,kimi_k3_max,Kimi K3 (max reasoning),49.27601131586024,1.0000000000000002,5,80.22246611688637,46.25746211394311,66.36155480567838,96.4871090283748,34.56856016386749,261
4,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,42.75532566084393,0.6134900031941513,4,37.365299588477896,0.0,100.0,94.62599048116282,,261
5,gemini_3_1_pro_high,Gemini-3.1-Pro (High),41.3691839316293,1.0000000000000002,5,95.97204269870555,41.061524078229155,0.0,51.390819393681845,59.50518071798478,261
6,qwen3_8_max,Qwen3.8-Max,38.88313907408641,1.0000000000000002,5,62.030463835309725,11.368579925920463,44.43634483658853,66.07352124914166,55.081950858103056,261
7,gpt_5_5_xhigh,GPT-5.5 (xhigh),30.177113804333864,1.0000000000000002,5,88.99815616050248,36.467209580040624,57.73101758009519,39.171924884612466,6.974308690462572,261
8,claude_opus_4_8_max,Claude Opus 4.8 (max),27.58266783257872,1.0000000000000002,5,100.0,45.609972782355385,40.818908559372474,42.80512336546329,0.0,261
9,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,25.32428520521143,0.6134900031941513,4,0.0,16.61647141654705,49.61894570159547,0.0,,261
10,glm_5_2_max,GLM-5.2 (max),25.05001897827611,0.6134900031941513,4,29.304570389924805,9.803510167641388,51.06282352003342,23.9409746334019,,261
1,gpt_5_6_sol_max,GPT-5.6 Sol (max),77.19706314850028,1.0,5,93.01428258893174,59.35824195831793,54.027946711038894,73.81885051825793,100.0,262
2,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",73.69554417244032,1.0,5,73.87142005884398,100.0,51.06282352003342,100.0,61.41143677202628,262
3,kimi_k3_max,Kimi K3 (max reasoning),47.83710011960327,1.0,5,79.07935318898383,46.25746211394311,66.36155480567838,90.97413192446804,34.56856016386749,262
4,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,43.11077949767939,0.5658975324028868,4,43.277007681820066,0.0,100.0,90.72907771711314,,262
5,gemini_3_1_pro_high,Gemini-3.1-Pro (High),42.57807167361062,1.0,5,100.0,41.061524078229155,0.0,51.05813370352647,59.50518071798478,262
6,qwen3_8_max,Qwen3.8-Max,39.888840445095994,1.0,5,75.04582300196253,11.368579925920463,44.43634483658853,57.375728644818345,55.081950858103056,262
7,gpt_5_5_xhigh,GPT-5.5 (xhigh),28.270172453562772,1.0,5,79.86350142687809,36.467209580040624,57.73101758009519,37.71180765520521,6.974308690462572,262
8,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,25.65405532306478,0.5658975324028868,4,0.0,16.61647141654705,49.61894570159547,0.0,,262
9,claude_opus_4_8_max,Claude Opus 4.8 (max),25.385181354514334,1.0,5,90.40113736144633,45.609972782355385,40.818908559372474,44.49995780194321,0.0,262
10,glm_5_2_max,GLM-5.2 (max),25.327267630914623,0.5658975324028868,4,35.438242896904335,9.803510167641388,51.06282352003342,22.27871753086816,,262
1,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",75.31427860796495,1.0,5,52.4923350797157,100.0,51.06282352003342,100.0,61.41143677202628,263
2,gpt_5_6_sol_max,GPT-5.6 Sol (max),74.03629737233229,1.0,5,75.09281464381513,59.35824195831793,54.027946711038894,72.1687259282618,100.0,263
3,kimi_k3_max,Kimi K3 (max reasoning),49.56185928873638,1.0,5,78.21983334848362,46.25746211394311,66.36155480567838,93.12520053778077,34.56856016386749,263
4,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,42.46855536241144,0.6378128645110356,4,57.50406789364755,0.0,100.0,92.28253121642118,,263
5,gemini_3_1_pro_high,Gemini-3.1-Pro (High),40.72565072510892,1.0,5,95.68483228160132,41.061524078229155,0.0,49.48743872813936,59.50518071798478,263
6,qwen3_8_max,Qwen3.8-Max,38.21461520642572,1.0,5,72.09176118003428,11.368579925920463,44.43634483658853,64.46948818540007,55.081950858103056,263
7,gpt_5_5_xhigh,GPT-5.5 (xhigh),31.003204656804595,1.0,5,93.32544632096065,36.467209580040624,57.73101758009519,36.66852109231115,6.974308690462572,263
8,claude_opus_4_8_max,Claude Opus 4.8 (max),28.663898296181564,1.0,5,100.0,45.609972782355385,40.818908559372474,41.1915722494496,0.0,263
9,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,25.138382275376056,0.6378128645110356,4,0.0,16.61647141654705,49.61894570159547,0.0,,263
10,glm_5_2_max,GLM-5.2 (max),24.249948199574263,0.6378128645110356,4,11.093248335384686,9.803510167641388,51.06282352003342,22.131874582120638,,263
1,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",75.2388797478031,1.0,5,52.492335079715694,100.0,51.06282352003342,100.0,61.41143677202628,264
2,gpt_5_6_sol_max,GPT-5.6 Sol (max),74.14926917030729,1.0,5,75.09281464381512,59.35824195831793,54.027946711038894,73.95492598314148,100.0,264
3,kimi_k3_max,Kimi K3 (max reasoning),49.46812113501281,1.0,5,78.21983334848362,46.25746211394311,66.36155480567838,93.7799430615481,34.56856016386749,264
4,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,42.312620216532345,0.6367066178372006,4,57.50406789364754,0.0,100.0,93.16282004904058,,264
5,gemini_3_1_pro_high,Gemini-3.1-Pro (High),40.88924236720503,1.0,5,95.68483228160132,41.061524078229155,0.0,52.65716561941288,59.50518071798478,264
6,qwen3_8_max,Qwen3.8-Max,37.99052100563739,1.0,5,72.09176118003425,11.368579925920463,44.43634483658853,62.07324846829871,55.081950858103056,264
7,gpt_5_5_xhigh,GPT-5.5 (xhigh),31.099277467967603,1.0,5,93.32544632096061,36.467209580040624,57.73101758009519,38.556448718905344,6.974308690462572,264
8,claude_opus_4_8_max,Claude Opus 4.8 (max),28.85627457192175,1.0,5,100.0,45.609972782355385,40.818908559372474,45.03215040211417,0.0,264
9,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,25.258973837133833,0.6367066178372006,4,0.0,16.61647141654705,49.61894570159547,0.0,,264
10,glm_5_2_max,GLM-5.2 (max),24.449306675264275,0.6367066178372006,4,11.093248335384683,9.803510167641388,51.06282352003342,24.13781103033896,,264
1,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",75.72427250217952,0.9999999999999999,5,51.150329615199134,100.0,51.06282352003342,100.0,61.41143677202628,265
2,gpt_5_6_sol_max,GPT-5.6 Sol (max),73.24264500783069,0.9999999999999999,5,76.00631495438849,59.35824195831793,54.027946711038894,70.94594207231259,100.0,265
3,kimi_k3_max,Kimi K3 (max reasoning),50.01058025833683,0.9999999999999999,5,88.60806815348937,46.25746211394311,66.36155480567838,90.71779262364053,34.56856016386749,265
4,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,42.37119325230243,0.6559065589081893,4,57.446079150049094,0.0,100.0,91.0951665164815,,265
5,gemini_3_1_pro_high,Gemini-3.1-Pro (High),40.20645917872596,0.9999999999999999,5,94.30423785482111,41.061524078229155,0.0,49.845138029482854,59.50518071798478,265
6,qwen3_8_max,Qwen3.8-Max,37.23617447290008,0.9999999999999999,5,71.06040511903454,11.368579925920463,44.43634483658853,56.89448961293789,55.081950858103056,265
7,gpt_5_5_xhigh,GPT-5.5 (xhigh),31.777617141688157,0.9999999999999999,5,100.0,36.467209580040624,57.73101758009519,36.90679015053896,6.974308690462572,265
8,claude_opus_4_8_max,Claude Opus 4.8 (max),29.31512602177789,0.9999999999999999,5,98.58134412321361,45.609972782355385,40.818908559372474,39.306794804916876,0.0,265
9,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,25.100254261494996,0.6559065589081893,4,0.0,16.61647141654705,49.61894570159547,0.0,,265
10,glm_5_2_max,GLM-5.2 (max),24.39040373578476,0.6559065589081893,4,15.19390315017831,9.803510167641388,51.06282352003342,22.717831635006164,,265
1,gpt_5_6_sol_max,GPT-5.6 Sol (max),77.0330109685188,1.0,5,93.01428258893174,59.35824195831793,54.027946711038894,75.41810788693579,100.0,266
2,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",73.85286032239983,1.0,5,73.87142005884398,100.0,51.06282352003342,100.0,61.41143677202628,266
3,kimi_k3_max,Kimi K3 (max reasoning),47.85970343120394,1.0,5,79.07935318898383,46.25746211394311,66.36155480567838,91.82399177964744,34.56856016386749,266
4,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,42.65169510762928,0.571049112374111,4,43.277007681820066,0.0,100.0,92.09989161528806,,266
5,gemini_3_1_pro_high,Gemini-3.1-Pro (High),42.601861087134324,1.0,5,100.0,41.061524078229155,0.0,54.50759103050056,59.50518071798478,266
6,qwen3_8_max,Qwen3.8-Max,39.34697642425606,1.0,5,75.04582300196253,11.368579925920463,44.43634483658853,52.834549399965915,55.081950858103056,266
7,gpt_5_5_xhigh,GPT-5.5 (xhigh),28.565406188472874,1.0,5,79.86350142687809,36.467209580040624,57.73101758009519,40.184208945813864,6.974308690462572,266
8,claude_opus_4_8_max,Claude Opus 4.8 (max),25.713913134346413,1.0,5,90.40113736144633,45.609972782355385,40.818908559372474,46.38126851342986,0.0,266
9,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,25.690272722349487,0.571049112374111,4,0.0,16.61647141654705,49.61894570159547,0.0,,266
10,glm_5_2_max,GLM-5.2 (max),25.469878388694642,0.571049112374111,4,35.438242896904335,9.803510167641388,51.06282352003342,25.190362870734422,,266
1,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",75.03356530728112,1.0,5,43.798369717297945,100.0,51.06282352003342,100.0,61.41143677202628,267
2,gpt_5_6_sol_max,GPT-5.6 Sol (max),74.80226359620008,1.0,5,87.26783635932216,59.35824195831793,54.027946711038894,75.13066688305724,100.0,267
3,kimi_k3_max,Kimi K3 (max reasoning),49.78392799905633,1.0,5,95.39231129230689,46.25746211394311,66.36155480567838,96.47265199884315,34.56856016386749,267
4,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,41.81369999270658,0.6280277166093164,4,22.80543659888766,0.0,100.0,94.8974677442504,,267
5,gemini_3_1_pro_high,Gemini-3.1-Pro (High),41.240485833960676,1.0,5,96.23647803062802,41.061524078229155,0.0,52.6812519079407,59.50518071798478,267
6,qwen3_8_max,Qwen3.8-Max,38.3786652550051,1.0,5,54.18780744045173,11.368579925920463,44.43634483658853,67.58706117436003,55.081950858103056,267
7,gpt_5_5_xhigh,GPT-5.5 (xhigh),30.764828438686784,1.0,5,95.0358778925307,36.467209580040624,57.73101758009519,38.98298189314108,6.974308690462572,267
8,claude_opus_4_8_max,Claude Opus 4.8 (max),28.45415370068848,1.0,5,100.0,45.609972782355385,40.818908559372474,45.162297459611345,0.0,267
9,glm_5_2_max,GLM-5.2 (max),25.31471295284692,0.6280277166093164,4,48.73267800755814,9.803510167641388,51.06282352003342,24.51075584884448,,267
10,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,25.09066405639642,0.6280277166093164,4,0.0,16.61647141654705,49.61894570159547,0.0,,267
1,gpt_5_6_sol_max,GPT-5.6 Sol (max),76.16586827446636,1.0,5,87.43071375599492,59.35824195831793,54.027946711038894,73.79285814195592,100.0,268
2,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",74.1171139519904,1.0,5,41.68624215510983,100.0,51.06282352003342,100.0,61.41143677202628,268
3,kimi_k3_max,Kimi K3 (max reasoning),48.32700768005663,1.0,5,62.98964323083406,46.25746211394311,66.36155480567838,93.92336312939183,34.56856016386749,268
4,gemini_3_1_pro_high,Gemini-3.1-Pro (High),42.556543988534074,1.0,5,96.78478638546468,41.061524078229155,0.0,52.934228202531834,59.50518071798478,268
5,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,40.47097819179503,0.5950709222440698,4,0.0,0.0,100.0,93.60104879319354,,268
6,qwen3_8_max,Qwen3.8-Max,38.64555469386845,1.0,5,44.121074702447665,11.368579925920463,44.43634483658853,59.831562637939925,55.081950858103056,268
7,gpt_5_5_xhigh,GPT-5.5 (xhigh),29.22355447721622,1.0,5,66.56692134867367,36.467209580040624,57.73101758009519,39.14526996472072,6.974308690462572,268
8,claude_opus_4_8_max,Claude Opus 4.8 (max),27.117745145306326,1.0,5,100.0,45.609972782355385,40.818908559372474,43.12939341883319,0.0,268
9,glm_5_2_max,GLM-5.2 (max),25.754231122756458,0.5950709222440698,4,57.58205964654241,9.803510167641388,51.06282352003342,25.02348137298613,,268
10,deepseek_v4_flash_max,DeepSeek-V4-Flash Max,24.99253151062453,0.5950709222440698,4,3.2897277549202157,16.61647141654705,49.61894570159547,0.0,,268
1,claude_fable_5_max,"Claude Fable 5 (max, with fallback)",75.02469498941875,1.0000000000000002,5,18.304813370885608,100.0,51.06282352003342,100.0,61.41143677202628,269
2,gpt_5_6_sol_max,GPT-5.6 Sol (max),73.15030854555705,1.0000000000000002,5,61.287960554537456,59.35824195831793,54.027946711038894,70.58368039670789,100.0,269
3,kimi_k3_max,Kimi K3 (max reasoning),50.03487695696675,1.0000000000000002,5,74.16288626841568,46.25746211394311,66.36155480567838,95.85538614614897,34.56856016386749,269
4,deepseek_v4_pro_max,DeepSeek-V4-Pro Max,41.45822877677358,0.6526521820784006,4,28.247343329644846,0.0,100.0,95.23792614220635,,269
