model_id,model,scene,prior,alpha,rho,utility,kl_divergence,rank,top1,top3
deepseek_v4_pro_max,DeepSeek-V4-Pro Max,research,q1,0.675,-0.39999999999999997,0.8785071084426658,0.030945468352096314,6,False,False
deepseek_v4_flash_max,DeepSeek-V4-Flash Max,research,q1,0.675,-0.39999999999999997,0.827389693302801,0.030945468352096314,10,False,False
qwen3_8_max,Qwen3.8-Max,research,q1,0.675,-0.39999999999999997,0.8401008078528853,0.030945468352096314,7,False,False
glm_5_2_max,GLM-5.2 (max),research,q1,0.675,-0.39999999999999997,0.8338102884177717,0.030945468352096314,8,False,False
kimi_k3_max,Kimi K3 (max reasoning),research,q1,0.675,-0.35,0.9015169045970916,0.030945468352096314,2,False,True
gpt_5_6_sol_max,GPT-5.6 Sol (max),research,q1,0.675,-0.35,0.899491320128229,0.030945468352096314,3,False,True
gpt_5_5_xhigh,GPT-5.5 (xhigh),research,q1,0.675,-0.35,0.8865540283534095,0.030945468352096314,4,False,False
claude_fable_5_max,"Claude Fable 5 (max, with fallback)",research,q1,0.675,-0.35,0.9187237284575132,0.030945468352096314,1,True,True
claude_opus_4_8_max,Claude Opus 4.8 (max),research,q1,0.675,-0.35,0.8799916390245538,0.030945468352096314,5,False,False
gemini_3_1_pro_high,Gemini-3.1-Pro (High),research,q1,0.675,-0.35,0.8295378621309023,0.030945468352096314,9,False,False
deepseek_v4_pro_max,DeepSeek-V4-Pro Max,research,q1,0.675,-0.35,0.8788630132701852,0.030945468352096314,6,False,False
deepseek_v4_flash_max,DeepSeek-V4-Flash Max,research,q1,0.675,-0.35,0.8274398686798572,0.030945468352096314,10,False,False
qwen3_8_max,Qwen3.8-Max,research,q1,0.675,-0.35,0.8402773770881381,0.030945468352096314,7,False,False
glm_5_2_max,GLM-5.2 (max),research,q1,0.675,-0.35,0.8339224519225613,0.030945468352096314,8,False,False
kimi_k3_max,Kimi K3 (max reasoning),research,q1,0.675,-0.29999999999999993,0.9015918143984014,0.030945468352096314,2,False,True
gpt_5_6_sol_max,GPT-5.6 Sol (max),research,q1,0.675,-0.29999999999999993,0.899574785684577,0.030945468352096314,3,False,True
gpt_5_5_xhigh,GPT-5.5 (xhigh),research,q1,0.675,-0.29999999999999993,0.8866849940682997,0.030945468352096314,4,False,False
claude_fable_5_max,"Claude Fable 5 (max, with fallback)",research,q1,0.675,-0.29999999999999993,0.9188523450377214,0.030945468352096314,1,True,True
claude_opus_4_8_max,Claude Opus 4.8 (max),research,q1,0.675,-0.29999999999999993,0.8801850629113124,0.030945468352096314,5,False,False
gemini_3_1_pro_high,Gemini-3.1-Pro (High),research,q1,0.675,-0.29999999999999993,0.8300107282898499,0.030945468352096314,9,False,False
deepseek_v4_pro_max,DeepSeek-V4-Pro Max,research,q1,0.675,-0.29999999999999993,0.8792183625160518,0.030945468352096314,6,False,False
deepseek_v4_flash_max,DeepSeek-V4-Flash Max,research,q1,0.675,-0.29999999999999993,0.8274900395777214,0.030945468352096314,10,False,False
qwen3_8_max,Qwen3.8-Max,research,q1,0.675,-0.29999999999999993,0.8404542449578879,0.030945468352096314,7,False,False
glm_5_2_max,GLM-5.2 (max),research,q1,0.675,-0.29999999999999993,0.8340346281582598,0.030945468352096314,8,False,False
kimi_k3_max,Kimi K3 (max reasoning),research,q1,0.675,-0.2499999999999999,0.9016667989630963,0.030945468352096314,2,False,True
gpt_5_6_sol_max,GPT-5.6 Sol (max),research,q1,0.675,-0.2499999999999999,0.8996583214632581,0.030945468352096314,3,False,True
gpt_5_5_xhigh,GPT-5.5 (xhigh),research,q1,0.675,-0.2499999999999999,0.8868161775899399,0.030945468352096314,4,False,False
claude_fable_5_max,"Claude Fable 5 (max, with fallback)",research,q1,0.675,-0.2499999999999999,0.9189808932147919,0.030945468352096314,1,True,True
claude_opus_4_8_max,Claude Opus 4.8 (max),research,q1,0.675,-0.2499999999999999,0.8803788421319019,0.030945468352096314,5,False,False
gemini_3_1_pro_high,Gemini-3.1-Pro (High),research,q1,0.675,-0.2499999999999999,0.8304837616454099,0.030945468352096314,9,False,False
deepseek_v4_pro_max,DeepSeek-V4-Pro Max,research,q1,0.675,-0.2499999999999999,0.8795731443498083,0.030945468352096314,6,False,False
deepseek_v4_flash_max,DeepSeek-V4-Flash Max,research,q1,0.675,-0.2499999999999999,0.8275402057666601,0.030945468352096314,10,False,False
qwen3_8_max,Qwen3.8-Max,research,q1,0.675,-0.2499999999999999,0.8406314088562219,0.030945468352096314,7,False,False
glm_5_2_max,GLM-5.2 (max),research,q1,0.675,-0.2499999999999999,0.8341468159904051,0.030945468352096314,8,False,False
kimi_k3_max,Kimi K3 (max reasoning),research,q1,0.675,-0.2,0.9017418578349308,0.030945468352096314,2,False,True
gpt_5_6_sol_max,GPT-5.6 Sol (max),research,q1,0.675,-0.2,0.8997419268931777,0.030945468352096314,3,False,True
gpt_5_5_xhigh,GPT-5.5 (xhigh),research,q1,0.675,-0.2,0.8869475775434187,0.030945468352096314,4,False,False
claude_fable_5_max,"Claude Fable 5 (max, with fallback)",research,q1,0.675,-0.2,0.9191093716002616,0.030945468352096314,1,True,True
claude_opus_4_8_max,Claude Opus 4.8 (max),research,q1,0.675,-0.2,0.880572973698068,0.030945468352096314,5,False,False
gemini_3_1_pro_high,Gemini-3.1-Pro (High),research,q1,0.675,-0.2,0.8309569416138283,0.030945468352096314,9,False,False
deepseek_v4_pro_max,DeepSeek-V4-Pro Max,research,q1,0.675,-0.2,0.8799273470535239,0.030945468352096314,6,False,False
deepseek_v4_flash_max,DeepSeek-V4-Flash Max,research,q1,0.675,-0.2,0.8275903670170837,0.030945468352096314,10,False,False
qwen3_8_max,Qwen3.8-Max,research,q1,0.675,-0.2,0.8408088661505342,0.030945468352096314,7,False,False
glm_5_2_max,GLM-5.2 (max),research,q1,0.675,-0.2,0.8342590142840712,0.030945468352096314,8,False,False
kimi_k3_max,Kimi K3 (max reasoning),research,q1,0.69375,-0.8,0.9023266647773494,0.041464533867611245,2,False,True
gpt_5_6_sol_max,GPT-5.6 Sol (max),research,q1,0.69375,-0.8,0.8991420114373883,0.041464533867611245,3,False,True
gpt_5_5_xhigh,GPT-5.5 (xhigh),research,q1,0.69375,-0.8,0.8871579472838738,0.041464533867611245,4,False,False
claude_fable_5_max,"Claude Fable 5 (max, with fallback)",research,q1,0.69375,-0.8,0.9154486192103781,0.041464533867611245,1,True,True
claude_opus_4_8_max,Claude Opus 4.8 (max),research,q1,0.69375,-0.8,0.8791162238756385,0.041464533867611245,6,False,False
gemini_3_1_pro_high,Gemini-3.1-Pro (High),research,q1,0.69375,-0.8,0.8249694320565908,0.041464533867611245,10,False,False
deepseek_v4_pro_max,DeepSeek-V4-Pro Max,research,q1,0.69375,-0.8,0.8800603059437582,0.041464533867611245,5,False,False
deepseek_v4_flash_max,DeepSeek-V4-Flash Max,research,q1,0.69375,-0.8,0.8284412057575439,0.041464533867611245,9,False,False
qwen3_8_max,Qwen3.8-Max,research,q1,0.69375,-0.8,0.8409163308539427,0.041464533867611245,7,False,False
glm_5_2_max,GLM-5.2 (max),research,q1,0.69375,-0.8,0.8350603330397947,0.041464533867611245,8,False,False
kimi_k3_max,Kimi K3 (max reasoning),research,q1,0.69375,-0.75,0.902400947715787,0.041464533867611245,2,False,True
gpt_5_6_sol_max,GPT-5.6 Sol (max),research,q1,0.69375,-0.75,0.8992270233651362,0.041464533867611245,3,False,True
gpt_5_5_xhigh,GPT-5.5 (xhigh),research,q1,0.69375,-0.75,0.887287720021135,0.041464533867611245,4,False,False
claude_fable_5_max,"Claude Fable 5 (max, with fallback)",research,q1,0.69375,-0.75,0.9155762249712835,0.041464533867611245,1,True,True
claude_opus_4_8_max,Claude Opus 4.8 (max),research,q1,0.69375,-0.75,0.8793111807369551,0.041464533867611245,6,False,False
gemini_3_1_pro_high,Gemini-3.1-Pro (High),research,q1,0.69375,-0.75,0.8254524973457084,0.041464533867611245,10,False,False
deepseek_v4_pro_max,DeepSeek-V4-Pro Max,research,q1,0.69375,-0.75,0.8804138114918997,0.041464533867611245,5,False,False
deepseek_v4_flash_max,DeepSeek-V4-Flash Max,research,q1,0.69375,-0.75,0.828490640403242,0.041464533867611245,9,False,False
qwen3_8_max,Qwen3.8-Max,research,q1,0.69375,-0.75,0.8410907997773552,0.041464533867611245,7,False,False
glm_5_2_max,GLM-5.2 (max),research,q1,0.69375,-0.75,0.8351709928031992,0.041464533867611245,8,False,False
kimi_k3_max,Kimi K3 (max reasoning),research,q1,0.69375,-0.7000000000000001,0.9024753034583678,0.041464533867611245,2,False,True
gpt_5_6_sol_max,GPT-5.6 Sol (max),research,q1,0.69375,-0.7000000000000001,0.899312109300527,0.041464533867611245,3,False,True
gpt_5_5_xhigh,GPT-5.5 (xhigh),research,q1,0.69375,-0.7000000000000001,0.8874177102087094,0.041464533867611245,4,False,False
claude_fable_5_max,"Claude Fable 5 (max, with fallback)",research,q1,0.69375,-0.7000000000000001,0.915703788958827,0.041464533867611245,1,True,True
claude_opus_4_8_max,Claude Opus 4.8 (max),research,q1,0.69375,-0.7000000000000001,0.879506512963566,0.041464533867611245,6,False,False
gemini_3_1_pro_high,Gemini-3.1-Pro (High),research,q1,0.69375,-0.7000000000000001,0.8259359541867771,0.041464533867611245,10,False,False
deepseek_v4_pro_max,DeepSeek-V4-Pro Max,research,q1,0.69375,-0.7000000000000001,0.8807667547794317,0.041464533867611245,5,False,False
deepseek_v4_flash_max,DeepSeek-V4-Flash Max,research,q1,0.69375,-0.7000000000000001,0.8285400679813039,0.041464533867611245,9,False,False
qwen3_8_max,Qwen3.8-Max,research,q1,0.69375,-0.7000000000000001,0.8412655653446833,0.041464533867611245,7,False,False
glm_5_2_max,GLM-5.2 (max),research,q1,0.69375,-0.7000000000000001,0.8352816595928689,0.041464533867611245,8,False,False
kimi_k3_max,Kimi K3 (max reasoning),research,q1,0.69375,-0.65,0.9025497315593685,0.041464533867611245,2,False,True
gpt_5_6_sol_max,GPT-5.6 Sol (max),research,q1,0.69375,-0.65,0.8993972686495671,0.041464533867611245,3,False,True
gpt_5_5_xhigh,GPT-5.5 (xhigh),research,q1,0.69375,-0.65,0.8875479165260504,0.041464533867611245,4,False,False
claude_fable_5_max,"Claude Fable 5 (max, with fallback)",research,q1,0.69375,-0.65,0.9158313097752931,0.041464533867611245,1,True,True
claude_opus_4_8_max,Claude Opus 4.8 (max),research,q1,0.69375,-0.65,0.8797022176075812,0.041464533867611245,6,False,False
gemini_3_1_pro_high,Gemini-3.1-Pro (High),research,q1,0.69375,-0.65,0.8264197807814095,0.041464533867611245,10,False,False
deepseek_v4_pro_max,DeepSeek-V4-Pro Max,research,q1,0.69375,-0.65,0.8811191241137785,0.041464533867611245,5,False,False
deepseek_v4_flash_max,DeepSeek-V4-Flash Max,research,q1,0.69375,-0.65,0.8285894882727773,0.041464533867611245,9,False,False
qwen3_8_max,Qwen3.8-Max,research,q1,0.69375,-0.65,0.8414406250701122,0.041464533867611245,7,False,False
glm_5_2_max,GLM-5.2 (max),research,q1,0.69375,-0.65,0.8353923323204144,0.041464533867611245,8,False,False
kimi_k3_max,Kimi K3 (max reasoning),research,q1,0.69375,-0.6,0.9026242315704363,0.041464533867611245,2,False,True
gpt_5_6_sol_max,GPT-5.6 Sol (max),research,q1,0.69375,-0.6,0.8994825008152283,0.041464533867611245,3,False,True
gpt_5_5_xhigh,GPT-5.5 (xhigh),research,q1,0.69375,-0.6,0.8876783376388657,0.041464533867611245,4,False,False
claude_fable_5_max,"Claude Fable 5 (max, with fallback)",research,q1,0.69375,-0.6,0.9159587860261863,0.041464533867611245,1,True,True
claude_opus_4_8_max,Claude Opus 4.8 (max),research,q1,0.69375,-0.6,0.8798982916857543,0.041464533867611245,6,False,False
gemini_3_1_pro_high,Gemini-3.1-Pro (High),research,q1,0.69375,-0.6,0.8269039552559397,0.041464533867611245,10,False,False
deepseek_v4_pro_max,DeepSeek-V4-Pro Max,research,q1,0.69375,-0.6,0.8814709079138418,0.041464533867611245,5,False,False
deepseek_v4_flash_max,DeepSeek-V4-Flash Max,research,q1,0.69375,-0.6,0.8286389010589097,0.041464533867611245,9,False,False
qwen3_8_max,Qwen3.8-Max,research,q1,0.69375,-0.6,0.8416159764416173,0.041464533867611245,7,False,False
glm_5_2_max,GLM-5.2 (max),research,q1,0.69375,-0.6,0.8355030098972371,0.041464533867611245,8,False,False
kimi_k3_max,Kimi K3 (max reasoning),research,q1,0.69375,-0.55,0.9026988030406053,0.041464533867611245,2,False,True
gpt_5_6_sol_max,GPT-5.6 Sol (max),research,q1,0.69375,-0.55,0.8995678051974683,0.041464533867611245,3,False,True
gpt_5_5_xhigh,GPT-5.5 (xhigh),research,q1,0.69375,-0.55,0.887808972199164,0.041464533867611245,4,False,False
claude_fable_5_max,"Claude Fable 5 (max, with fallback)",research,q1,0.69375,-0.55,0.9160862163203172,0.041464533867611245,1,True,True
claude_opus_4_8_max,Claude Opus 4.8 (max),research,q1,0.69375,-0.55,0.880094732179647,0.041464533867611245,6,False,False
gemini_3_1_pro_high,Gemini-3.1-Pro (High),research,q1,0.69375,-0.55,0.8273884556670893,0.041464533867611245,10,False,False
deepseek_v4_pro_max,DeepSeek-V4-Pro Max,research,q1,0.69375,-0.55,0.8818220947118824,0.041464533867611245,5,False,False
deepseek_v4_flash_max,DeepSeek-V4-Flash Max,research,q1,0.69375,-0.55,0.8286883061211545,0.041464533867611245,9,False,False
qwen3_8_max,Qwen3.8-Max,research,q1,0.69375,-0.55,0.8417916169211128,0.041464533867611245,7,False,False
glm_5_2_max,GLM-5.2 (max),research,q1,0.69375,-0.55,0.8356136912345885,0.041464533867611245,8,False,False
kimi_k3_max,Kimi K3 (max reasoning),research,q1,0.69375,-0.5,0.9027734455163045,0.041464533867611245,2,False,True
gpt_5_6_sol_max,GPT-5.6 Sol (max),research,q1,0.69375,-0.5,0.8996531811932525,0.041464533867611245,3,False,True
gpt_5_5_xhigh,GPT-5.5 (xhigh),research,q1,0.69375,-0.5,0.8879398188453028,0.041464533867611245,4,False,False
claude_fable_5_max,"Claude Fable 5 (max, with fallback)",research,q1,0.69375,-0.5,0.9162135992698865,0.041464533867611245,1,True,True
claude_opus_4_8_max,Claude Opus 4.8 (max),research,q1,0.69375,-0.5,0.8802915360358043,0.041464533867611245,6,False,False
gemini_3_1_pro_high,Gemini-3.1-Pro (High),research,q1,0.69375,-0.5,0.8278732600076704,0.041464533867611245,10,False,False
deepseek_v4_pro_max,DeepSeek-V4-Pro Max,research,q1,0.69375,-0.5,0.8821726731553529,0.041464533867611245,5,False,False
deepseek_v4_flash_max,DeepSeek-V4-Flash Max,research,q1,0.69375,-0.5,0.828737703241175,0.041464533867611245,9,False,False
qwen3_8_max,Qwen3.8-Max,research,q1,0.69375,-0.5,0.8419675439446,0.041464533867611245,7,False,False
glm_5_2_max,GLM-5.2 (max),research,q1,0.69375,-0.5,0.8357243752436351,0.041464533867611245,8,False,False
kimi_k3_max,Kimi K3 (max reasoning),research,q1,0.69375,-0.44999999999999996,0.9028481585413722,0.041464533867611245,2,False,True
gpt_5_6_sol_max,GPT-5.6 Sol (max),research,q1,0.69375,-0.44999999999999996,0.8997386281965745,0.041464533867611245,3,False,True
gpt_5_5_xhigh,GPT-5.5 (xhigh),research,q1,0.69375,-0.44999999999999996,0.888070876202037,0.041464533867611245,4,False,False
claude_fable_5_max,"Claude Fable 5 (max, with fallback)",research,q1,0.69375,-0.44999999999999996,0.9163409334905728,0.041464533867611245,1,True,True
claude_opus_4_8_max,Claude Opus 4.8 (max),research,q1,0.69375,-0.44999999999999996,0.8804887001659353,0.041464533867611245,6,False,False
gemini_3_1_pro_high,Gemini-3.1-Pro (High),research,q1,0.69375,-0.44999999999999996,0.828358346212323,0.041464533867611245,10,False,False
deepseek_v4_pro_max,DeepSeek-V4-Pro Max,research,q1,0.69375,-0.44999999999999996,0.882522632008679,0.041464533867611245,5,False,False
deepseek_v4_flash_max,DeepSeek-V4-Flash Max,research,q1,0.69375,-0.44999999999999996,0.8287870922008523,0.041464533867611245,9,False,False
qwen3_8_max,Qwen3.8-Max,research,q1,0.69375,-0.44999999999999996,0.8421437549223255,0.041464533867611245,7,False,False
glm_5_2_max,GLM-5.2 (max),research,q1,0.69375,-0.44999999999999996,0.8358350608355198,0.041464533867611245,8,False,False
kimi_k3_max,Kimi K3 (max reasoning),research,q1,0.69375,-0.39999999999999997,0.9029229416570697,0.041464533867611245,2,False,True
gpt_5_6_sol_max,GPT-5.6 Sol (max),research,q1,0.69375,-0.39999999999999997,0.8998241455984762,0.041464533867611245,3,False,True
gpt_5_5_xhigh,GPT-5.5 (xhigh),research,q1,0.69375,-0.39999999999999997,0.8882021428805723,0.041464533867611245,4,False,False
claude_fable_5_max,"Claude Fable 5 (max, with fallback)",research,q1,0.69375,-0.39999999999999997,0.9164682176016143,0.041464533867611245,1,True,True
claude_opus_4_8_max,Claude Opus 4.8 (max),research,q1,0.69375,-0.39999999999999997,0.880686221447102,0.041464533867611245,6,False,False
gemini_3_1_pro_high,Gemini-3.1-Pro (High),research,q1,0.69375,-0.39999999999999997,0.8288436921632854,0.041464533867611245,9,False,False
deepseek_v4_pro_max,DeepSeek-V4-Pro Max,research,q1,0.69375,-0.39999999999999997,0.8828719601549881,0.041464533867611245,5,False,False
deepseek_v4_flash_max,DeepSeek-V4-Flash Max,research,q1,0.69375,-0.39999999999999997,0.828836472782288,0.041464533867611245,10,False,False
qwen3_8_max,Qwen3.8-Max,research,q1,0.69375,-0.39999999999999997,0.8423202472389415,0.041464533867611245,7,False,False
glm_5_2_max,GLM-5.2 (max),research,q1,0.69375,-0.39999999999999997,0.8359457469214225,0.041464533867611245,8,False,False
kimi_k3_max,Kimi K3 (max reasoning),research,q1,0.69375,-0.35,0.9029977944020914,0.041464533867611245,2,False,True
gpt_5_6_sol_max,GPT-5.6 Sol (max),research,q1,0.69375,-0.35,0.8999097327870722,0.041464533867611245,3,False,True
gpt_5_5_xhigh,GPT-5.5 (xhigh),research,q1,0.69375,-0.35,0.8883336174786187,0.041464533867611245,4,False,False
claude_fable_5_max,"Claude Fable 5 (max, with fallback)",research,q1,0.69375,-0.35,0.9165954502258956,0.041464533867611245,1,True,True
claude_opus_4_8_max,Claude Opus 4.8 (max),research,q1,0.69375,-0.35,0.8808840967219186,0.041464533867611245,6,False,False
gemini_3_1_pro_high,Gemini-3.1-Pro (High),research,q1,0.69375,-0.35,0.8293292756961926,0.041464533867611245,9,False,False
deepseek_v4_pro_max,DeepSeek-V4-Pro Max,research,q1,0.69375,-0.35,0.8832206465977851,0.041464533867611245,5,False,False
deepseek_v4_flash_max,DeepSeek-V4-Flash Max,research,q1,0.69375,-0.35,0.8288858447678122,0.041464533867611245,10,False,False
qwen3_8_max,Qwen3.8-Max,research,q1,0.69375,-0.35,0.8424970182536752,0.041464533867611245,7,False,False
glm_5_2_max,GLM-5.2 (max),research,q1,0.69375,-0.35,0.8360564324126221,0.041464533867611245,8,False,False
kimi_k3_max,Kimi K3 (max reasoning),research,q1,0.69375,-0.29999999999999993,0.9030727163125789,0.041464533867611245,2,False,True
gpt_5_6_sol_max,GPT-5.6 Sol (max),research,q1,0.69375,-0.29999999999999993,0.8999953891475673,0.041464533867611245,3,False,True
gpt_5_5_xhigh,GPT-5.5 (xhigh),research,q1,0.69375,-0.29999999999999993,0.8884652985804452,0.041464533867611245,4,False,False
claude_fable_5_max,"Claude Fable 5 (max, with fallback)",research,q1,0.69375,-0.29999999999999993,0.9167226299900298,0.041464533867611245,1,True,True
claude_opus_4_8_max,Claude Opus 4.8 (max),research,q1,0.69375,-0.29999999999999993,0.881082322798754,0.041464533867611245,6,False,False
gemini_3_1_pro_high,Gemini-3.1-Pro (High),research,q1,0.69375,-0.29999999999999993,0.8298150746058975,0.041464533867611245,9,False,False
deepseek_v4_pro_max,DeepSeek-V4-Pro Max,research,q1,0.69375,-0.29999999999999993,0.8835686804625777,0.041464533867611245,5,False,False
deepseek_v4_flash_max,DeepSeek-V4-Flash Max,research,q1,0.69375,-0.29999999999999993,0.8289352079399864,0.041464533867611245,10,False,False
qwen3_8_max,Qwen3.8-Max,research,q1,0.69375,-0.29999999999999993,0.8426740653004996,0.041464533867611245,7,False,False
glm_5_2_max,GLM-5.2 (max),research,q1,0.69375,-0.29999999999999993,0.8361671162205601,0.041464533867611245,8,False,False
kimi_k3_max,Kimi K3 (max reasoning),research,q1,0.69375,-0.2499999999999999,0.903147706922137,0.041464533867611245,2,False,True
gpt_5_6_sol_max,GPT-5.6 Sol (max),research,q1,0.69375,-0.2499999999999999,0.9000811140622822,0.041464533867611245,3,False,True
gpt_5_5_xhigh,GPT-5.5 (xhigh),research,q1,0.69375,-0.2499999999999999,0.8885971847569403,0.041464533867611245,4,False,False
claude_fable_5_max,"Claude Fable 5 (max, with fallback)",research,q1,0.69375,-0.2499999999999999,0.9168497555244406,0.041464533867611245,1,True,True
claude_opus_4_8_max,Claude Opus 4.8 (max),research,q1,0.69375,-0.2499999999999999,0.8812808964519462,0.041464533867611245,6,False,False
gemini_3_1_pro_high,Gemini-3.1-Pro (High),research,q1,0.69375,-0.2499999999999999,0.8303010666523131,0.041464533867611245,9,False,False
deepseek_v4_pro_max,DeepSeek-V4-Pro Max,research,q1,0.69375,-0.2499999999999999,0.8839160509984464,0.041464533867611245,5,False,False
deepseek_v4_flash_max,DeepSeek-V4-Flash Max,research,q1,0.69375,-0.2499999999999999,0.828984562081614,0.041464533867611245,10,False,False
qwen3_8_max,Qwen3.8-Max,research,q1,0.69375,-0.2499999999999999,0.8428513856883113,0.041464533867611245,7,False,False
glm_5_2_max,GLM-5.2 (max),research,q1,0.69375,-0.2499999999999999,0.8362777972569019,0.041464533867611245,8,False,False
kimi_k3_max,Kimi K3 (max reasoning),research,q1,0.69375,-0.2,0.9032227657618407,0.041464533867611245,2,False,True
gpt_5_6_sol_max,GPT-5.6 Sol (max),research,q1,0.69375,-0.2,0.9001669069106776,0.041464533867611245,3,False,True
gpt_5_5_xhigh,GPT-5.5 (xhigh),research,q1,0.69375,-0.2,0.8887292745656702,0.041464533867611245,4,False,False
claude_fable_5_max,"Claude Fable 5 (max, with fallback)",research,q1,0.69375,-0.2,0.9169768254634472,0.041464533867611245,1,True,True
claude_opus_4_8_max,Claude Opus 4.8 (max),research,q1,0.69375,-0.2,0.8814798144220221,0.041464533867611245,6,False,False
gemini_3_1_pro_high,Gemini-3.1-Pro (High),research,q1,0.69375,-0.2,0.8307872295662688,0.041464533867611245,9,False,False
deepseek_v4_pro_max,DeepSeek-V4-Pro Max,research,q1,0.69375,-0.2,0.8842627475795617,0.041464533867611245,5,False,False
deepseek_v4_flash_max,DeepSeek-V4-Flash Max,research,q1,0.69375,-0.2,0.8290339069757378,0.041464533867611245,10,False,False
qwen3_8_max,Qwen3.8-Max,research,q1,0.69375,-0.2,0.8430289767011141,0.041464533867611245,7,False,False
glm_5_2_max,GLM-5.2 (max),research,q1,0.69375,-0.2,0.8363884744335981,0.041464533867611245,8,False,False
kimi_k3_max,Kimi K3 (max reasoning),research,q1,0.7125,-0.8,0.9038114953376071,0.053639095293347636,2,False,True
gpt_5_6_sol_max,GPT-5.6 Sol (max),research,q1,0.7125,-0.8,0.8995408619150596,0.053639095293347636,3,False,True
gpt_5_5_xhigh,GPT-5.5 (xhigh),research,q1,0.7125,-0.8,0.8889368429240907,0.053639095293347636,4,False,False
claude_fable_5_max,"Claude Fable 5 (max, with fallback)",research,q1,0.7125,-0.8,0.9133425834703685,0.053639095293347636,1,True,True
claude_opus_4_8_max,Claude Opus 4.8 (max),research,q1,0.7125,-0.8,0.8799664939899285,0.053639095293347636,6,False,False
gemini_3_1_pro_high,Gemini-3.1-Pro (High),research,q1,0.7125,-0.8,0.824645896349366,0.053639095293347636,10,False,False
deepseek_v4_pro_max,DeepSeek-V4-Pro Max,research,q1,0.7125,-0.8,0.8845196420752645,0.053639095293347636,5,False,False
deepseek_v4_flash_max,DeepSeek-V4-Flash Max,research,q1,0.7125,-0.8,0.8298988229755295,0.053639095293347636,9,False,False
qwen3_8_max,Qwen3.8-Max,research,q1,0.7125,-0.8,0.8431438296372897,0.053639095293347636,7,False,False
glm_5_2_max,GLM-5.2 (max),research,q1,0.7125,-0.8,0.837217017928093,0.053639095293347636,8,False,False
kimi_k3_max,Kimi K3 (max reasoning),research,q1,0.7125,-0.75,0.9038857221310825,0.053639095293347636,2,False,True
gpt_5_6_sol_max,GPT-5.6 Sol (max),research,q1,0.7125,-0.75,0.8996280719471914,0.053639095293347636,3,False,True
gpt_5_5_xhigh,GPT-5.5 (xhigh),research,q1,0.7125,-0.75,0.8890672688849672,0.053639095293347636,4,False,False
claude_fable_5_max,"Claude Fable 5 (max, with fallback)",research,q1,0.7125,-0.75,0.9134683952595826,0.053639095293347636,1,True,True
claude_opus_4_8_max,Claude Opus 4.8 (max),research,q1,0.7125,-0.75,0.8801662856302134,0.053639095293347636,6,False,False
gemini_3_1_pro_high,Gemini-3.1-Pro (High),research,q1,0.7125,-0.75,0.8251415629498264,0.053639095293347636,10,False,False
deepseek_v4_pro_max,DeepSeek-V4-Pro Max,research,q1,0.7125,-0.75,0.8848654833759798,0.053639095293347636,5,False,False
deepseek_v4_flash_max,DeepSeek-V4-Flash Max,research,q1,0.7125,-0.75,0.8299473560627852,0.053639095293347636,9,False,False
qwen3_8_max,Qwen3.8-Max,research,q1,0.7125,-0.75,0.843318384033509,0.053639095293347636,7,False,False
glm_5_2_max,GLM-5.2 (max),research,q1,0.7125,-0.75,0.8373260243480217,0.053639095293347636,8,False,False
kimi_k3_max,Kimi K3 (max reasoning),research,q1,0.7125,-0.7000000000000001,0.9039600157722673,0.053639095293347636,2,False,True
gpt_5_6_sol_max,GPT-5.6 Sol (max),research,q1,0.7125,-0.7000000000000001,0.8997153545842678,0.053639095293347636,3,False,True
gpt_5_5_xhigh,GPT-5.5 (xhigh),research,q1,0.7125,-0.7000000000000001,0.8891978998711874,0.053639095293347636,4,False,False
claude_fable_5_max,"Claude Fable 5 (max, with fallback)",research,q1,0.7125,-0.7000000000000001,0.9135941784019543,0.053639095293347636,1,True,True
claude_opus_4_8_max,Claude Opus 4.8 (max),research,q1,0.7125,-0.7000000000000001,0.8803664464420927,0.053639095293347636,6,False,False
gemini_3_1_pro_high,Gemini-3.1-Pro (High),research,q1,0.7125,-0.7000000000000001,0.8256376633949354,0.053639095293347636,10,False,False
deepseek_v4_pro_max,DeepSeek-V4-Pro Max,research,q1,0.7125,-0.7000000000000001,0.8852106638538524,0.053639095293347636,5,False,False
deepseek_v4_flash_max,DeepSeek-V4-Flash Max,research,q1,0.7125,-0.7000000000000001,0.8299958779379933,0.053639095293347636,9,False,False
qwen3_8_max,Qwen3.8-Max,research,q1,0.7125,-0.7000000000000001,0.8434932130136626,0.053639095293347636,7,False,False
glm_5_2_max,GLM-5.2 (max),research,q1,0.7125,-0.7000000000000001,0.8374350237754887,0.053639095293347636,8,False,False
kimi_k3_max,Kimi K3 (max reasoning),research,q1,0.7125,-0.65,0.9040343758039472,0.053639095293347636,2,False,True
gpt_5_6_sol_max,GPT-5.6 Sol (max),research,q1,0.7125,-0.65,0.8998027091817317,0.053639095293347636,3,False,True
gpt_5_5_xhigh,GPT-5.5 (xhigh),research,q1,0.7125,-0.65,0.8893287344962805,0.053639095293347636,4,False,False
claude_fable_5_max,"Claude Fable 5 (max, with fallback)",research,q1,0.7125,-0.65,0.9137199315382741,0.053639095293347636,1,True,True
claude_opus_4_8_max,Claude Opus 4.8 (max),research,q1,0.7125,-0.65,0.880566973204413,0.053639095293347636,6,False,False
gemini_3_1_pro_high,Gemini-3.1-Pro (High),research,q1,0.7125,-0.65,0.8261341742455898,0.053639095293347636,10,False,False
