model_id,model,scene,ces_utility,ces_rank,linear_utility,linear_rank,pri,sensitivity_type,sensitivity_value
gpt_5_6_sol_max,GPT-5.6 Sol (max),dialogue,0.932145427852394,2,0.933962650860898,2,0.0019457127186285287,structural_c5_anchor,0.5
kimi_k3_max,Kimi K3 (max reasoning),dialogue,0.8687069582921643,3,0.8709152336318428,3,0.0025355801051609363,structural_c5_anchor,0.5
gemini_3_1_pro_high,Gemini-3.1-Pro (High),dialogue,0.8661586954130576,4,0.8705614183801403,4,0.005057337568755286,structural_c5_anchor,0.5
qwen3_8_max,Qwen3.8-Max,dialogue,0.8383797086565321,5,0.8414881360354695,7,0.0036939645918030242,structural_c5_anchor,0.5
claude_opus_4_8_max,Claude Opus 4.8 (max),dialogue,0.8383394649502275,6,0.8444511285915771,5,0.007237439129891394,structural_c5_anchor,0.5
gpt_5_5_xhigh,GPT-5.5 (xhigh),dialogue,0.837174749199171,7,0.8419768212943635,6,0.005703330511890189,structural_c5_anchor,0.5
deepseek_v4_pro_max,DeepSeek-V4-Pro Max,dialogue,0.7217148021080181,8,0.7435997167624497,8,0.02943104221410429,structural_c5_anchor,0.5
glm_5_2_max,GLM-5.2 (max),dialogue,0.7149330920398189,9,0.733108941666474,9,0.024792835816923018,structural_c5_anchor,0.5
deepseek_v4_flash_max,DeepSeek-V4-Flash Max,dialogue,0.7135407220613734,10,0.730418814280134,10,0.023107417126699864,structural_c5_anchor,0.5
claude_fable_5_max,"Claude Fable 5 (max, with fallback)",dialogue,0.9336488736064111,1,0.9362277699452222,1,0.002754560825472973,common_dimension_without_C5,
gpt_5_6_sol_max,GPT-5.6 Sol (max),dialogue,0.8972613034903876,2,0.898665553677753,2,0.0015625948737198329,common_dimension_without_C5,
kimi_k3_max,Kimi K3 (max reasoning),dialogue,0.892471224194578,3,0.893944336560672,3,0.0016478792983481824,common_dimension_without_C5,
gpt_5_5_xhigh,GPT-5.5 (xhigh),dialogue,0.8759579961472741,4,0.8784923953206469,5,0.002884941505324914,common_dimension_without_C5,
claude_opus_4_8_max,Claude Opus 4.8 (max),dialogue,0.8753548055315925,5,0.878703820397792,4,0.0038113125133374635,common_dimension_without_C5,
deepseek_v4_pro_max,DeepSeek-V4-Pro Max,dialogue,0.8538507869896653,6,0.8613675681675078,6,0.008726566283234758,common_dimension_without_C5,
gemini_3_1_pro_high,Gemini-3.1-Pro (High),dialogue,0.8336151695173654,7,0.8413612045956322,7,0.009206551283749422,common_dimension_without_C5,
qwen3_8_max,Qwen3.8-Max,dialogue,0.8272230544897812,8,0.8307338800550818,8,0.004226173567241286,common_dimension_without_C5,
glm_5_2_max,GLM-5.2 (max),dialogue,0.8210304318432246,9,0.8233666538723283,9,0.0028374018040643527,common_dimension_without_C5,
deepseek_v4_flash_max,DeepSeek-V4-Flash Max,dialogue,0.8184853657410984,10,0.8195388138962616,10,0.0012854158183855334,common_dimension_without_C5,
