analysis,parameter,scenario,model_id,cost,utility,pareto
price_perturbation,-0.05,Research,kimi_k3_max,0.1014885,0.9012926282950032,True
price_perturbation,-0.05,Research,gpt_5_6_sol_max,0.19,0.8992413504614967,False
price_perturbation,-0.05,Research,gpt_5_5_xhigh,0.19,0.8861624515886894,False
price_perturbation,-0.05,Research,claude_opus_4_8_max,0.17099999999999999,0.8794135287469893,False
price_perturbation,-0.05,Research,gemini_3_1_pro_high,0.076,0.8281204723179951,False
price_perturbation,-0.05,Research,deepseek_v4_pro_max,0.035112,0.8777936799153787,True
price_perturbation,-0.05,Research,deepseek_v4_flash_max,0.011703999999999999,0.8272893300307572,True
price_perturbation,-0.05,Research,qwen3_8_max,0.0473613,0.8397485755751156,False
price_perturbation_budget,-0.05,Coding,NO_FEASIBLE_MODEL,,,
price_perturbation_budget,-0.05,Coding,deepseek_v4_flash_max,0.010032,0.8155773752485842,
price_perturbation_budget,-0.05,Coding,deepseek_v4_pro_max,0.030095999999999998,0.9610626303156368,
price_perturbation_budget,-0.05,Coding,deepseek_v4_pro_max,0.030095999999999998,0.9610626303156368,
price_perturbation_budget,-0.05,Coding,deepseek_v4_pro_max,0.030095999999999998,0.9610626303156368,
price_perturbation_budget,-0.05,Coding,kimi_k3_max,0.1014885,0.9813020054113564,
price_perturbation_budget,-0.05,Coding,kimi_k3_max,0.1014885,0.9813020054113564,
price_perturbation_budget,-0.05,Coding,kimi_k3_max,0.1014885,0.9813020054113564,
price_perturbation_budget,-0.05,General,NO_FEASIBLE_MODEL,,,
price_perturbation_budget,-0.05,General,deepseek_v4_flash_max,0.00209,0.6468756848029605,
price_perturbation_budget,-0.05,General,deepseek_v4_pro_max,0.0062699999999999995,0.6542860728359404,
price_perturbation_budget,-0.05,General,qwen3_8_max,0.008457375,0.8383797086565321,
price_perturbation_budget,-0.05,General,gemini_3_1_pro_high,0.015199999999999998,0.8661586954130576,
price_perturbation_budget,-0.05,General,kimi_k3_max,0.019733874999999998,0.8687069582921643,
price_perturbation_budget,-0.05,General,kimi_k3_max,0.019733874999999998,0.8687069582921643,
price_perturbation_budget,-0.05,General,gpt_5_6_sol_max,0.038,0.932145427852394,
price_perturbation_budget,-0.05,Research,NO_FEASIBLE_MODEL,,,
price_perturbation_budget,-0.05,Research,deepseek_v4_flash_max,0.011703999999999999,0.8272893300307572,
price_perturbation_budget,-0.05,Research,deepseek_v4_pro_max,0.035112,0.8777936799153787,
price_perturbation_budget,-0.05,Research,deepseek_v4_pro_max,0.035112,0.8777936799153787,
price_perturbation_budget,-0.05,Research,deepseek_v4_pro_max,0.035112,0.8777936799153787,
price_perturbation_budget,-0.05,Research,kimi_k3_max,0.1014885,0.9012926282950032,
price_perturbation_budget,-0.05,Research,kimi_k3_max,0.1014885,0.9012926282950032,
price_perturbation_budget,-0.05,Research,kimi_k3_max,0.1014885,0.9012926282950032,
price_perturbation,0.0,Coding,kimi_k3_max,0.10683000000000001,0.9813020054113564,True
price_perturbation,0.0,Coding,gpt_5_6_sol_max,0.21,0.9512731717446156,False
price_perturbation,0.0,Coding,gpt_5_5_xhigh,0.21,0.9025140728523974,False
price_perturbation,0.0,Coding,claude_opus_4_8_max,0.18,0.9163907203396128,False
price_perturbation,0.0,Coding,gemini_3_1_pro_high,0.08399999999999999,0.9259813234950288,False
price_perturbation,0.0,Coding,deepseek_v4_pro_max,0.03168,0.9610626303156368,True
price_perturbation,0.0,Coding,deepseek_v4_flash_max,0.01056,0.8155773752485842,True
price_perturbation,0.0,Coding,qwen3_8_max,0.042732,0.925700177687948,False
price_perturbation,0.0,General,kimi_k3_max,0.0207725,0.8687069582921643,True
price_perturbation,0.0,General,gpt_5_6_sol_max,0.04,0.932145427852394,True
price_perturbation,0.0,General,gpt_5_5_xhigh,0.04,0.837174749199171,False
price_perturbation,0.0,General,claude_opus_4_8_max,0.035,0.8383394649502275,False
price_perturbation,0.0,General,gemini_3_1_pro_high,0.016,0.8661586954130576,True
price_perturbation,0.0,General,deepseek_v4_pro_max,0.0066,0.6542860728359404,True
price_perturbation,0.0,General,deepseek_v4_flash_max,0.0022,0.6468756848029605,True
price_perturbation,0.0,General,qwen3_8_max,0.0089025,0.8383797086565321,True
price_perturbation,0.0,Research,kimi_k3_max,0.10683000000000001,0.9012926282950032,True
price_perturbation,0.0,Research,gpt_5_6_sol_max,0.2,0.8992413504614967,False
price_perturbation,0.0,Research,gpt_5_5_xhigh,0.2,0.8861624515886894,False
price_perturbation,0.0,Research,claude_opus_4_8_max,0.18,0.8794135287469893,False
price_perturbation,0.0,Research,gemini_3_1_pro_high,0.08,0.8281204723179951,False
price_perturbation,0.0,Research,deepseek_v4_pro_max,0.03696,0.8777936799153787,True
price_perturbation,0.0,Research,deepseek_v4_flash_max,0.012320000000000001,0.8272893300307572,True
price_perturbation,0.0,Research,qwen3_8_max,0.049853999999999996,0.8397485755751156,False
price_perturbation_budget,0.0,Coding,NO_FEASIBLE_MODEL,,,
price_perturbation_budget,0.0,Coding,deepseek_v4_flash_max,0.01056,0.8155773752485842,
price_perturbation_budget,0.0,Coding,deepseek_v4_pro_max,0.03168,0.9610626303156368,
price_perturbation_budget,0.0,Coding,deepseek_v4_pro_max,0.03168,0.9610626303156368,
price_perturbation_budget,0.0,Coding,deepseek_v4_pro_max,0.03168,0.9610626303156368,
price_perturbation_budget,0.0,Coding,kimi_k3_max,0.10683000000000001,0.9813020054113564,
price_perturbation_budget,0.0,Coding,kimi_k3_max,0.10683000000000001,0.9813020054113564,
price_perturbation_budget,0.0,Coding,kimi_k3_max,0.10683000000000001,0.9813020054113564,
price_perturbation_budget,0.0,General,NO_FEASIBLE_MODEL,,,
price_perturbation_budget,0.0,General,deepseek_v4_flash_max,0.0022,0.6468756848029605,
price_perturbation_budget,0.0,General,deepseek_v4_pro_max,0.0066,0.6542860728359404,
price_perturbation_budget,0.0,General,qwen3_8_max,0.0089025,0.8383797086565321,
price_perturbation_budget,0.0,General,gemini_3_1_pro_high,0.016,0.8661586954130576,
price_perturbation_budget,0.0,General,kimi_k3_max,0.0207725,0.8687069582921643,
price_perturbation_budget,0.0,General,kimi_k3_max,0.0207725,0.8687069582921643,
price_perturbation_budget,0.0,General,gpt_5_6_sol_max,0.04,0.932145427852394,
price_perturbation_budget,0.0,Research,NO_FEASIBLE_MODEL,,,
price_perturbation_budget,0.0,Research,deepseek_v4_flash_max,0.012320000000000001,0.8272893300307572,
price_perturbation_budget,0.0,Research,deepseek_v4_pro_max,0.03696,0.8777936799153787,
price_perturbation_budget,0.0,Research,deepseek_v4_pro_max,0.03696,0.8777936799153787,
price_perturbation_budget,0.0,Research,deepseek_v4_pro_max,0.03696,0.8777936799153787,
price_perturbation_budget,0.0,Research,kimi_k3_max,0.10683000000000001,0.9012926282950032,
price_perturbation_budget,0.0,Research,kimi_k3_max,0.10683000000000001,0.9012926282950032,
price_perturbation_budget,0.0,Research,kimi_k3_max,0.10683000000000001,0.9012926282950032,
price_perturbation,0.05,Coding,kimi_k3_max,0.1121715,0.9813020054113564,True
price_perturbation,0.05,Coding,gpt_5_6_sol_max,0.2205,0.9512731717446156,False
price_perturbation,0.05,Coding,gpt_5_5_xhigh,0.2205,0.9025140728523974,False
price_perturbation,0.05,Coding,claude_opus_4_8_max,0.189,0.9163907203396128,False
price_perturbation,0.05,Coding,gemini_3_1_pro_high,0.08820000000000001,0.9259813234950288,False
price_perturbation,0.05,Coding,deepseek_v4_pro_max,0.033264,0.9610626303156368,True
price_perturbation,0.05,Coding,deepseek_v4_flash_max,0.011088,0.8155773752485842,True
price_perturbation,0.05,Coding,qwen3_8_max,0.0448686,0.925700177687948,False
price_perturbation,0.05,General,kimi_k3_max,0.021811125,0.8687069582921643,True
price_perturbation,0.05,General,gpt_5_6_sol_max,0.042,0.932145427852394,True
price_perturbation,0.05,General,gpt_5_5_xhigh,0.042,0.837174749199171,False
price_perturbation,0.05,General,claude_opus_4_8_max,0.03675,0.8383394649502275,False
price_perturbation,0.05,General,gemini_3_1_pro_high,0.016800000000000002,0.8661586954130576,True
price_perturbation,0.05,General,deepseek_v4_pro_max,0.00693,0.6542860728359404,True
price_perturbation,0.05,General,deepseek_v4_flash_max,0.0023100000000000004,0.6468756848029605,True
price_perturbation,0.05,General,qwen3_8_max,0.009347625,0.8383797086565321,True
price_perturbation,0.05,Research,kimi_k3_max,0.11217150000000001,0.9012926282950032,True
price_perturbation,0.05,Research,gpt_5_6_sol_max,0.21000000000000002,0.8992413504614967,False
price_perturbation,0.05,Research,gpt_5_5_xhigh,0.21000000000000002,0.8861624515886894,False
price_perturbation,0.05,Research,claude_opus_4_8_max,0.189,0.8794135287469893,False
price_perturbation,0.05,Research,gemini_3_1_pro_high,0.084,0.8281204723179951,False
price_perturbation,0.05,Research,deepseek_v4_pro_max,0.03880800000000001,0.8777936799153787,True
price_perturbation,0.05,Research,deepseek_v4_flash_max,0.012936000000000001,0.8272893300307572,True
price_perturbation,0.05,Research,qwen3_8_max,0.0523467,0.8397485755751156,False
price_perturbation_budget,0.05,Coding,NO_FEASIBLE_MODEL,,,
price_perturbation_budget,0.05,Coding,deepseek_v4_flash_max,0.011088,0.8155773752485842,
price_perturbation_budget,0.05,Coding,deepseek_v4_pro_max,0.033264,0.9610626303156368,
price_perturbation_budget,0.05,Coding,deepseek_v4_pro_max,0.033264,0.9610626303156368,
price_perturbation_budget,0.05,Coding,deepseek_v4_pro_max,0.033264,0.9610626303156368,
price_perturbation_budget,0.05,Coding,kimi_k3_max,0.1121715,0.9813020054113564,
price_perturbation_budget,0.05,Coding,kimi_k3_max,0.1121715,0.9813020054113564,
price_perturbation_budget,0.05,Coding,kimi_k3_max,0.1121715,0.9813020054113564,
price_perturbation_budget,0.05,General,NO_FEASIBLE_MODEL,,,
price_perturbation_budget,0.05,General,deepseek_v4_flash_max,0.0023100000000000004,0.6468756848029605,
price_perturbation_budget,0.05,General,deepseek_v4_pro_max,0.00693,0.6542860728359404,
price_perturbation_budget,0.05,General,qwen3_8_max,0.009347625,0.8383797086565321,
price_perturbation_budget,0.05,General,gemini_3_1_pro_high,0.016800000000000002,0.8661586954130576,
price_perturbation_budget,0.05,General,kimi_k3_max,0.021811125,0.8687069582921643,
price_perturbation_budget,0.05,General,kimi_k3_max,0.021811125,0.8687069582921643,
price_perturbation_budget,0.05,General,gpt_5_6_sol_max,0.042,0.932145427852394,
price_perturbation_budget,0.05,Research,NO_FEASIBLE_MODEL,,,
price_perturbation_budget,0.05,Research,deepseek_v4_flash_max,0.012936000000000001,0.8272893300307572,
price_perturbation_budget,0.05,Research,deepseek_v4_pro_max,0.03880800000000001,0.8777936799153787,
price_perturbation_budget,0.05,Research,deepseek_v4_pro_max,0.03880800000000001,0.8777936799153787,
price_perturbation_budget,0.05,Research,deepseek_v4_pro_max,0.03880800000000001,0.8777936799153787,
price_perturbation_budget,0.05,Research,kimi_k3_max,0.11217150000000001,0.9012926282950032,
price_perturbation_budget,0.05,Research,kimi_k3_max,0.11217150000000001,0.9012926282950032,
price_perturbation_budget,0.05,Research,kimi_k3_max,0.11217150000000001,0.9012926282950032,
price_perturbation,0.1,Coding,kimi_k3_max,0.117513,0.9813020054113564,True
price_perturbation,0.1,Coding,gpt_5_6_sol_max,0.231,0.9512731717446156,False
price_perturbation,0.1,Coding,gpt_5_5_xhigh,0.231,0.9025140728523974,False
price_perturbation,0.1,Coding,claude_opus_4_8_max,0.19800000000000004,0.9163907203396128,False
price_perturbation,0.1,Coding,gemini_3_1_pro_high,0.09240000000000001,0.9259813234950288,False
price_perturbation,0.1,Coding,deepseek_v4_pro_max,0.034848000000000004,0.9610626303156368,True
price_perturbation,0.1,Coding,deepseek_v4_flash_max,0.011616000000000001,0.8155773752485842,True
price_perturbation,0.1,Coding,qwen3_8_max,0.047005200000000004,0.925700177687948,False
price_perturbation,0.1,General,kimi_k3_max,0.022849750000000002,0.8687069582921643,True
price_perturbation,0.1,General,gpt_5_6_sol_max,0.044,0.932145427852394,True
price_perturbation,0.1,General,gpt_5_5_xhigh,0.044,0.837174749199171,False
price_perturbation,0.1,General,claude_opus_4_8_max,0.038500000000000006,0.8383394649502275,False
price_perturbation,0.1,General,gemini_3_1_pro_high,0.0176,0.8661586954130576,True
price_perturbation,0.1,General,deepseek_v4_pro_max,0.00726,0.6542860728359404,True
price_perturbation,0.1,General,deepseek_v4_flash_max,0.0024200000000000003,0.6468756848029605,True
price_perturbation,0.1,General,qwen3_8_max,0.009792750000000001,0.8383797086565321,True
price_perturbation,0.1,Research,kimi_k3_max,0.117513,0.9012926282950032,True
price_perturbation,0.1,Research,gpt_5_6_sol_max,0.22,0.8992413504614967,False
price_perturbation,0.1,Research,gpt_5_5_xhigh,0.22,0.8861624515886894,False
price_perturbation,0.1,Research,claude_opus_4_8_max,0.198,0.8794135287469893,False
price_perturbation,0.1,Research,gemini_3_1_pro_high,0.08800000000000001,0.8281204723179951,False
price_perturbation,0.1,Research,deepseek_v4_pro_max,0.040656,0.8777936799153787,True
price_perturbation,0.1,Research,deepseek_v4_flash_max,0.013552000000000002,0.8272893300307572,True
price_perturbation,0.1,Research,qwen3_8_max,0.05483940000000001,0.8397485755751156,False
price_perturbation_budget,0.1,Coding,NO_FEASIBLE_MODEL,,,
price_perturbation_budget,0.1,Coding,deepseek_v4_flash_max,0.011616000000000001,0.8155773752485842,
price_perturbation_budget,0.1,Coding,deepseek_v4_pro_max,0.034848000000000004,0.9610626303156368,
price_perturbation_budget,0.1,Coding,deepseek_v4_pro_max,0.034848000000000004,0.9610626303156368,
price_perturbation_budget,0.1,Coding,deepseek_v4_pro_max,0.034848000000000004,0.9610626303156368,
price_perturbation_budget,0.1,Coding,kimi_k3_max,0.117513,0.9813020054113564,
price_perturbation_budget,0.1,Coding,kimi_k3_max,0.117513,0.9813020054113564,
price_perturbation_budget,0.1,Coding,kimi_k3_max,0.117513,0.9813020054113564,
price_perturbation_budget,0.1,General,NO_FEASIBLE_MODEL,,,
price_perturbation_budget,0.1,General,deepseek_v4_flash_max,0.0024200000000000003,0.6468756848029605,
price_perturbation_budget,0.1,General,deepseek_v4_pro_max,0.00726,0.6542860728359404,
price_perturbation_budget,0.1,General,qwen3_8_max,0.009792750000000001,0.8383797086565321,
price_perturbation_budget,0.1,General,gemini_3_1_pro_high,0.0176,0.8661586954130576,
price_perturbation_budget,0.1,General,kimi_k3_max,0.022849750000000002,0.8687069582921643,
price_perturbation_budget,0.1,General,kimi_k3_max,0.022849750000000002,0.8687069582921643,
price_perturbation_budget,0.1,General,gpt_5_6_sol_max,0.044,0.932145427852394,
price_perturbation_budget,0.1,Research,NO_FEASIBLE_MODEL,,,
price_perturbation_budget,0.1,Research,deepseek_v4_flash_max,0.013552000000000002,0.8272893300307572,
price_perturbation_budget,0.1,Research,deepseek_v4_pro_max,0.040656,0.8777936799153787,
price_perturbation_budget,0.1,Research,deepseek_v4_pro_max,0.040656,0.8777936799153787,
price_perturbation_budget,0.1,Research,deepseek_v4_pro_max,0.040656,0.8777936799153787,
price_perturbation_budget,0.1,Research,kimi_k3_max,0.117513,0.9012926282950032,
price_perturbation_budget,0.1,Research,kimi_k3_max,0.117513,0.9012926282950032,
price_perturbation_budget,0.1,Research,kimi_k3_max,0.117513,0.9012926282950032,
